Estuary,Station,Date,Transect,Habitat,Method,Quadrat,ScientificName,CommonName,Status,EstimatedCover,TallestPlantHeight,Tide,VegetatedCover,NonVegetatedCover
San Elijo Lagoon,3,2023-12-14T00:00:00Z,1,High marsh,across_elevation,5,Salicornia pacifica,Pickleweed,native,65,72,high,95,5
San Elijo Lagoon,3,2023-12-14T00:00:00Z,1,High marsh,across_elevation,5,Cuscuta salina,salt dodder,native,30,0,high,95,5
San Elijo Lagoon,3,2023-12-14T00:00:00Z,1,High marsh,across_elevation,6,Frankenia salina,alkali heath,native,40,71,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,1,High marsh,across_elevation,6,Salicornia pacifica,Pickleweed,native,60,58,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,30,47,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,30,34,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,40,42,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,20,25,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,1,Atriplex prostrata,fat hen,non-native,3,22,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,2,105,high,70,30
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,2,Distichlis spicata,salt grass,native,25,36,high,70,30
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,30,43,high,70,30
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,2,Limonium ramosissimum,Algerian sea lavender,invasive,2,6,high,70,30
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,110,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,3,Distichlis spicata,salt grass,native,25,17,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,25,36,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,3,Batis maritima,saltwort,native,45,25,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,60,18,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,4,Distichlis spicata,salt grass,native,40,24,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,24,41,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,25,118,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,5,16,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,50,54,high,80,20
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,6,Spartina foliosa,California cordgrass,native,20,124,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,6,Jaumea carnosa,fleshy jaumea,native,5,20,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,6,Distichlis spicata,salt grass,native,55,32,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,2,Low marsh,within_elevation,6,Salicornia pacifica,Pickleweed,native,30,55,high,98,2
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,25,27,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,25,17,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,85,34,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,5,26,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,2,Frankenia salina,alkali heath,native,15,27,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,20,26,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,2,Distichlis spicata,salt grass,native,80,38,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,48,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,3,Frankenia salina,alkali heath,native,10,32,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,30,27,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,3,Distichlis spicata,salt grass,native,90,34,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,16,35,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,4,Distichlis spicata,salt grass,native,100,26,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,20,29,high,100,0
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Low marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,25,27,high,95,5
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Low marsh,within_elevation,5,Distichlis spicata,salt grass,native,90,28,high,95,5
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Low marsh,within_elevation,6,Jaumea carnosa,fleshy jaumea,native,25,29,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Low marsh,within_elevation,6,Distichlis spicata,salt grass,native,80,33,high,90,10
San Elijo Lagoon,3,2023-12-14T00:00:00Z,3,Low marsh,within_elevation,6,Salicornia pacifica,Pickleweed,native,2,28,high,90,10
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,30,84,ebb,59,41
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,25,52,ebb,59,41
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,3,22,ebb,59,41
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,1,65,ebb,59,41
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,10,139,ebb,33,67
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,10,108,ebb,33,67
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,5,92,ebb,33,67
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,40,ebb,33,67
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,3,12,ebb,33,67
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,15,151,ebb,39,61
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,58,ebb,39,61
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,15,146,ebb,39,61
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,5,21,ebb,39,61
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,2,16,ebb,39,61
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,5,109,ebb,44,56
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,15,92,ebb,44,56
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,3,142,ebb,44,56
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,20,45,ebb,44,56
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,1,15,ebb,44,56
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,25,153,ebb,50,50
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,10,128,ebb,50,50
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,3,Brackish marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,15,57,ebb,50,50
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,5,120,ebb,60,40
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,30,35,ebb,60,40
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,2,Distichlis spicata,salt grass,native,90,20,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,10,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,10,15,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,25,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,3,Distichlis spicata,salt grass,native,20,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,3,Distichlis spicata,salt grass,native,25,35,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,3,Frankenia salina,alkali heath,native,5,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,80,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,15,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,4,Distichlis spicata,salt grass,native,90,25,ebb,95,5
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,4,Frankenia salina,alkali heath,native,15,10,ebb,95,5
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,20,5,ebb,95,5
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,2,10,ebb,95,5
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Bolboschoenus maritimus,Alkali bulrush,non-native,10,100,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Distichlis spicata,salt grass,native,60,20,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Distichlis spicata,salt grass,native,20,15,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Frankenia salina,alkali heath,native,30,30,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,15,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,15,15,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,15,10,ebb,90,10
Malibu Lagoon,3,2021-04-05T00:00:00Z,3,Brackish marsh,within_elevation,5,Cuscuta salina,salt dodder,native,2,0,ebb,90,10
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,40,150,closed,60,40
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,20,105,closed,60,40
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,25,10,closed,20,80
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,3,Frankenia salina,alkali heath,native,5,10,closed,10,90
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,10,5,closed,10,90
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,45,closed,10,90
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,5,45,closed,10,90
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,70,180,closed,95,5
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,5,10,closed,95,5
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,80,90,closed,95,5
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,15,130,closed,95,5
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,60,200,closed,60,40
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,25,20,closed,60,40
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,10,60,closed,60,40
Malibu Lagoon,3,2021-10-06T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,10,120,closed,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,25,50,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Batis maritima,saltwort,native,40,20,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,10,10,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,2,10,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,25,60,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,15,40,ebb,50,50
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,40,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Batis maritima,saltwort,native,90,20,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Distichlis spicata,salt grass,native,2,50,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,25,15,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Limonium californicum,Western marsh-rosemary,native,10,15,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,20,70,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,2,30,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Batis maritima,saltwort,native,30,30,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,5,10,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,5,10,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,15,45,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,30,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,25,130,ebb,60,40
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,65,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,4,Batis maritima,saltwort,native,50,25,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,25,15,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,10,20,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,30,ebb,90,10
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,2,60,ebb,75,25
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Batis maritima,saltwort,native,20,10,ebb,75,25
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,5,10,ebb,75,25
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,40,10,ebb,75,25
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,25,110,ebb,75,25
Newport Bay,2,2021-03-19T00:00:00Z,3,Brackish marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,2,40,ebb,75,25
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,1,Batis maritima,saltwort,native,20,30,high,70,30
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,40,60,high,70,30
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,25,170,high,70,30
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,5,120,high,70,30
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,25,50,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,2,Batis maritima,saltwort,native,10,25,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,40,50,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,5,110,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,20,80,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,20,150,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,20,120,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,4,Batis maritima,saltwort,native,50,30,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,40,60,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,25,150,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,20,140,high,70,30
Newport Bay,2,2021-09-24T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,30,180,high,70,30
Ventura River,1,2021-09-22T00:00:00Z,2,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,100,200,closed,100,0
Ventura River,1,2021-09-22T00:00:00Z,2,Brackish marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,100,200,closed,100,0
Ventura River,1,2021-09-22T00:00:00Z,2,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,100,200,closed,100,0
Ventura River,1,2021-09-22T00:00:00Z,2,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,100,200,closed,100,0
Ventura River,1,2021-09-22T00:00:00Z,2,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,100,200,closed,100,0
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,1,Distichlis spicata,salt grass,native,10,15,ebb,20,80
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,1,Frankenia salina,alkali heath,native,30,40,ebb,20,80
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,2,3,ebb,20,80
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,15,ebb,20,80
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,2,Distichlis spicata,salt grass,native,15,20,ebb,90,10
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,2,Frankenia salina,alkali heath,native,15,40,ebb,90,10
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,30,35,ebb,90,10
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,50,30,ebb,60,40
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,4,Frankenia salina,alkali heath,native,2,35,ebb,85,15
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,25,10,ebb,85,15
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,70,50,ebb,85,15
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,2,High marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,50,0,ebb,75,25
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,70,41,ebb,95,5
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,2,Frankenia salina,alkali heath,native,30,20,ebb,95,5
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,60,41,ebb,95,5
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,3,Frankenia salina,alkali heath,native,5,20,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,62,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,3,Frankenia salina,alkali heath,native,60,28,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,3,Bromus diandrus,ripgut grass,non-native,5,37,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,30,54,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,4,Bromus diandrus,ripgut grass,non-native,30,54,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,4,Frankenia salina,alkali heath,native,20,22,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,20,46,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,5,Bromus diandrus,ripgut grass,non-native,2,31,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,5,Frankenia salina,alkali heath,native,60,36,ebb,100,0
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,3,High marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,70,55,ebb,100,0
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,3,50,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,15,128,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,3,89,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,5,30,high,55,45
